,Rank_offense,Team,Plays_offense,YDS_offense,Yds/Play_offense,Off TDs_offense,YPG_offense,Rank_defense,Plays_defense,YDS_defense,Yds/Play_defense,Off TDs_defense,Opp TDs,YPG_defense,_merge,Conference,Win_Loss,Games,starting_year
15,117,Bowling Green,777,"3,802",4.89,27,316.8,62,848,"4,487",5.29,45,47,373.9,both,MAC,4-8,12,2021
16,62,Buffalo,905,"4,905",5.42,42,408.8,93,788,"4,986",6.33,47,47,415.5,both,MAC,4-8,12,2021
17,75,California,784,"4,632",5.91,33,386.0,49,829,"4,400",5.31,33,33,366.7,both,Pac-12,5-7,12,2021
18,24,Central Mich.,968,"5,764",5.95,49,443.4,67,889,"4,963",5.58,40,42,381.8,both,MAC,9-4,13,2021
19,65,Charlotte,824,"4,839",5.87,40,403.2,120,781,"5,580",7.14,54,55,465.0,both,C-USA,5-7,12,2021
20,58,Cincinnati,862,"5,803",6.73,67,414.5,10,996,"4,457",4.47,27,28,318.4,both,AAC,13-1,14,2021
21,100,Clemson,903,"4,668",5.17,38,359.1,8,895,"4,033",4.51,19,22,310.2,both,ACC,10-3,13,2021
22,5,Coastal Carolina,831,"6,431",7.74,69,494.7,25,836,"4,412",5.28,36,36,339.4,both,Sun Belt,11-2,13,2021
23,129,Colorado,707,"3,089",4.37,22,257.4,98,834,"5,051",6.06,39,40,420.9,both,Pac-12,4-8,12,2021
24,57,Colorado State,911,"4,989",5.48,29,415.8,64,829,"4,528",5.46,41,43,377.3,both,Mountain West,3-9,12,2021
25,54,Duke,934,"5,011",5.37,31,417.6,130,873,"6,215",7.12,58,60,517.9,both,ACC,3-9,12,2021
26,39,East Carolina,899,"5,200",5.78,41,433.3,80,790,"4,737",6.0,37,41,394.8,both,AAC,7-5,12,2021
27,79,Eastern Mich.,910,"4,950",5.44,45,380.8,107,901,"5,661",6.28,46,50,435.5,both,MAC,7-6,13,2021
28,94,FIU,750,"4,400",5.87,31,366.7,128,882,"5,896",6.68,58,62,491.3,both,C-USA,1-11,12,2021
29,68,Fla. Atlantic,835,"4,800",5.75,38,400.0,90,842,"4,910",5.83,36,39,409.2,both,C-USA,5-7,12,2021
30,15,Florida,911,"6,017",6.6,53,462.8,51,873,"4,782",5.48,38,43,367.8,both,SEC,6-7,13,2021
31,80,Florida State,786,"4,553",5.79,41,379.4,66,875,"4,533",5.18,40,41,377.8,both,ACC,5-7,12,2021
32,14,Fresno State,953,"6,043",6.34,52,464.8,32,858,"4,512",5.26,32,32,347.1,both,Mountain West,10-3,13,2021
33,107,Ga. Southern,811,"4,087",5.04,27,340.6,110,823,"5,302",6.44,45,48,441.8,both,Sun Belt,3-9,12,2021
34,26,Georgia,952,"6,642",6.98,68,442.8,2,970,"4,034",4.16,13,16,268.9,both,SEC,14-1,15,2021
35,72,Georgia State,896,"5,044",5.63,44,388.0,83,962,"5,241",5.45,40,43,403.2,both,Sun Belt,8-5,13,2021
36,93,Georgia Tech,786,"4,408",5.61,33,367.3,117,826,"5,463",6.61,47,50,455.2,both,ACC,3-9,12,2021
37,63,Hawaii,893,"5,265",5.9,41,405.0,113,"1,008","5,802",5.76,48,51,446.3,both,Mountain West,6-7,13,2021
38,60,Houston,977,"5,787",5.92,59,413.4,6,856,"4,217",4.93,31,36,301.2,both,AAC,12-2,14,2021
39,112,Illinois,790,"3,957",5.01,25,329.8,46,841,"4,387",5.22,28,30,365.6,both,Big Ten,5-7,12,2021
40,124,Indiana,818,"3,480",4.25,22,290.0,71,818,"4,615",5.64,47,51,384.6,both,Big Ten,2-10,12,2021
41,121,Iowa,911,"4,252",4.67,30,303.7,17,976,"4,604",4.72,31,31,328.9,both,Big Ten,10-4,14,2021
42,49,Iowa State,857,"5,511",6.43,47,423.9,9,798,"4,039",5.06,30,34,310.7,both,Big 12,7-6,13,2021
43,113,Kansas,754,"3,890",5.16,30,324.2,126,810,"5,841",7.21,67,68,486.8,both,Big 12,2-10,12,2021
44,95,Kansas State,748,"4,710",6.3,43,362.3,29,835,"4,481",5.37,29,31,344.7,both,Big 12,8-5,13,2021
45,4,Kent State,"1,053","6,933",6.58,57,495.2,124,"1,066","6,601",6.19,63,65,471.5,both,MAC,7-7,14,2021
46,46,Kentucky,862,"5,528",6.41,51,425.2,26,804,"4,421",5.5,32,34,340.1,both,SEC,10-3,13,2021
47,91,LSU,888,"4,790",5.39,41,368.5,65,891,"4,908",5.51,45,46,377.5,both,SEC,6-7,13,2021
48,35,Liberty,889,"5,670",6.38,59,436.2,11,874,"4,163",4.76,33,35,320.2,both,FBS Independent,8-5,13,2021
49,64,Louisiana,984,"5,667",5.76,56,404.8,22,949,"4,684",4.94,33,33,334.6,both,Sun Belt,13-1,14,2021
50,77,Louisiana Tech,828,"4,612",5.57,38,384.3,106,854,"5,212",6.1,50,53,434.3,both,C-USA,3-9,12,2021
51,21,Louisville,869,"5,801",6.68,50,446.2,84,903,"5,243",5.81,43,43,403.3,both,ACC,6-7,13,2021
52,16,Marshall,940,"5,938",6.32,56,456.8,79,"1,004","5,122",5.1,36,39,394.0,both,C-USA,7-6,13,2021
53,32,Maryland,928,"5,733",6.18,47,441.0,85,910,"5,256",5.78,46,50,404.3,both,Big Ten,7-6,13,2021
54,123,Massachusetts,747,"3,604",4.82,25,300.3,125,794,"5,820",7.33,67,70,485.0,both,FBS Independent,1-11,12,2021
55,38,Memphis,861,"5,219",6.06,44,434.9,95,926,"5,018",5.42,44,44,418.2,both,AAC,6-6,12,2021
56,19,Miami,879,"5,386",6.13,50,448.8,75,865,"4,675",5.4,37,40,389.6,both,FL ,7-5,12,2021
57,52,Miami,879,"5,500",6.26,47,423.1,52,866,"4,794",5.54,39,39,368.8,both,OH ,7-6,13,2021
58,25,Michigan,969,"6,203",6.4,60,443.1,20,939,"4,631",4.93,28,28,330.8,both,Big Ten,12-2,14,2021
59,42,Michigan State,879,"5,581",6.35,50,429.3,111,"1,025","5,745",5.6,37,39,441.9,both,Big Ten,11-2,13,2021
60,96,Middle Tenn.,919,"4,709",5.12,43,362.2,59,940,"4,848",5.16,40,42,372.9,both,C-USA,7-6,13,2021
61,99,Minnesota,858,"4,681",5.46,39,360.1,3,745,"3,624",4.86,26,28,278.8,both,Big Ten,9-4,13,2021
62,29,Mississippi State,974,"5,739",5.89,47,441.5,30,807,"4,482",5.55,36,41,344.8,both,SEC,7-6,13,2021
63,61,Missouri,918,"5,369",5.85,41,413.0,105,886,"5,644",6.37,57,57,434.2,both,SEC,6-7,13,2021
64,59,NC State,815,"4,973",6.1,46,414.4,21,804,"3,979",4.95,28,29,331.6,both,ACC,9-3,12,2021
65,44,NIU,"1,004","6,002",5.98,51,428.7,115,925,"6,334",6.85,60,61,452.4,both,MAC,9-5,14,2021
66,126,Navy,791,"3,387",4.28,25,282.2,34,699,"4,183",5.98,40,43,348.6,both,AAC,4-8,12,2021
67,20,Nebraska,832,"5,371",6.46,45,447.6,47,828,"4,392",5.3,26,31,366.0,both,Big Ten,3-9,12,2021
68,48,Nevada,909,"5,514",6.07,51,424.2,87,952,"5,285",5.55,42,43,406.5,both,Mountain West,8-5,13,2021
69,130,New Mexico,724,"2,819",3.89,15,234.9,44,815,"4,357",5.35,36,39,363.1,both,Mountain West,3-9,12,2021
70,90,New Mexico State,890,"4,437",4.99,30,369.8,127,797,"5,862",7.36,58,64,488.5,both,FBS Independent,2-10,12,2021
71,10,North Carolina,895,"6,088",6.8,56,468.3,94,889,"5,434",6.11,50,52,418.0,both,ACC,6-7,13,2021
72,41,North Texas,"1,033","5,597",5.42,44,430.5,68,875,"4,977",5.69,43,46,382.8,both,C-USA,6-7,13,2021
73,116,Northwestern,817,"3,859",4.72,25,321.6,101,839,"5,154",6.14,42,43,429.5,both,Big Ten,3-9,12,2021
74,45,Notre Dame,903,"5,541",6.14,53,426.2,43,888,"4,674",5.26,26,28,359.5,both,FBS Independent,11-2,13,2021
75,87,Ohio,747,"4,457",5.97,31,371.4,104,865,"5,170",5.98,42,42,430.8,both,MAC,3-9,12,2021
76,1,Ohio State,917,"7,300",7.96,70,561.5,59,909,"4,848",5.33,38,39,372.9,both,Big Ten,11-2,13,2021
77,18,Oklahoma,851,"5,863",6.89,61,451.0,76,887,"5,080",5.73,41,43,390.8,both,Big 12,11-2,13,2021
78,55,Oklahoma State,"1,067","5,843",5.48,50,417.4,5,908,"4,170",4.59,26,30,297.9,both,Big 12,12-2,14,2021
79,85,Old Dominion,914,"4,850",5.31,37,373.1,69,940,"4,994",5.31,40,44,384.2,both,C-USA,6-7,13,2021
80,6,Ole Miss,"1,017","6,402",6.29,54,492.5,97,992,"5,468",5.51,39,40,420.6,both,SEC,10-3,13,2021
81,50,Oregon,946,"5,931",6.27,56,423.6,72,989,"5,398",5.46,46,48,385.6,both,Pac-12,10-4,14,2021
82,42,Oregon State,868,"5,581",6.43,52,429.3,73,883,"5,036",5.7,41,41,387.4,both,Pac-12,7-6,13,2021
83,82,Penn State,923,"4,893",5.3,36,376.4,38,965,"4,583",4.75,23,24,352.5,both,Big Ten,7-6,13,2021
84,8,Pittsburgh,"1,069","6,812",6.37,70,486.6,39,977,"4,950",5.07,41,43,353.6,both,ACC,11-3,14,2021
85,33,Purdue,967,"5,715",5.91,42,439.6,48,857,"4,766",5.56,36,36,366.6,both,Big Ten,9-4,13,2021
86,97,Rice,818,"4,344",5.31,35,362.0,108,782,"5,226",6.68,53,57,435.5,both,C-USA,4-8,12,2021
87,120,Rutgers,894,"4,042",4.52,29,310.9,81,865,"5,154",5.96,41,43,396.5,both,Big Ten,5-8,13,2021
88,13,SMU,890,"5,591",6.28,59,465.9,92,841,"4,978",5.92,42,44,414.8,both,AAC,8-4,12,2021
89,105,San Diego State,933,"4,791",5.14,42,342.2,12,960,"4,541",4.73,32,34,324.4,both,Mountain West,12-2,14,2021
90,108,San Jose State,754,"4,081",5.41,27,340.1,54,868,"4,440",5.12,32,36,370.0,both,Mountain West,5-7,12,2021
91,92,South Alabama,846,"4,409",5.21,37,367.4,40,787,"4,256",5.41,34,40,354.7,both,Sun Belt,5-7,12,2021
92,111,South Carolina,828,"4,378",5.29,31,336.8,41,821,"4,625",5.63,34,36,355.8,both,SEC,7-6,13,2021
93,102,South Fla.,841,"4,211",5.01,31,350.9,123,809,"5,647",6.98,54,55,470.6,both,AAC,2-10,12,2021
94,23,Southern California,901,"5,327",5.91,37,443.9,89,767,"4,907",6.4,48,52,408.9,both,Pac-12,4-8,12,2021
95,127,Southern Miss.,752,"3,195",4.25,22,266.2,42,742,"4,302",5.8,31,42,358.5,both,C-USA,3-9,12,2021
96,122,Stanford,697,"3,625",5.2,29,302.1,114,835,"5,415",6.49,48,50,451.2,both,Pac-12,3-9,12,2021
97,86,Syracuse,779,"4,460",5.73,39,371.7,19,776,"3,964",5.11,34,37,330.3,both,ACC,5-7,12,2021
98,36,TCU,783,"5,230",6.68,40,435.8,119,768,"5,541",7.21,54,55,461.8,both,Big 12,5-7,12,2021
99,125,Temple,723,"3,449",4.77,22,287.4,82,860,"4,780",5.56,58,59,398.3,both,AAC,3-9,12,2021
100,9,Tennessee,952,"6,174",6.49,63,474.9,99,"1,010","5,482",5.43,47,48,421.7,both,SEC,7-6,13,2021
101,47,Texas,803,"5,093",6.34,54,424.4,100,847,"5,107",6.03,42,44,425.6,both,Big 12,5-7,12,2021
102,71,Texas A&M,788,"4,699",5.96,36,391.6,14,844,"3,930",4.66,19,21,327.5,both,SEC,8-4,12,2021
103,104,Texas State,829,"4,112",4.96,32,342.7,103,891,"5,165",5.8,47,50,430.4,both,Sun Belt,4-8,12,2021
104,56,Texas Tech,824,"5,412",6.57,48,416.3,86,898,"5,265",5.86,47,50,405.0,both,Big 12,7-6,13,2021
105,37,Toledo,860,"5,658",6.58,51,435.2,36,933,"4,546",4.87,28,29,349.7,both,MAC,7-6,13,2021
106,109,Troy,785,"4,061",5.17,33,338.4,24,799,"4,055",5.08,34,38,337.9,both,Sun Belt,5-7,12,2021
107,73,Tulane,823,"4,638",5.64,42,386.5,102,888,"5,156",5.81,53,53,429.7,both,AAC,2-10,12,2021
108,28,Tulsa,960,"5,740",5.98,38,441.5,56,885,"4,821",5.45,34,42,370.8,both,AAC,7-6,13,2021
109,74,UAB,799,"5,024",6.29,47,386.5,16,851,"4,274",5.02,40,41,328.8,both,C-USA,9-4,13,2021
110,66,UCF,866,"5,232",6.04,56,402.5,53,945,"4,801",5.08,36,40,369.3,both,AAC,9-4,13,2021
111,31,UCLA,854,"5,295",6.2,54,441.2,70,842,"4,613",5.48,39,39,384.4,both,Pac-12,8-4,12,2021
112,128,UConn,784,"3,180",4.06,19,265.0,116,916,"5,439",5.94,57,59,453.2,both,FBS Independent,1-11,12,2021
113,115,ULM,868,"3,860",4.45,28,321.7,112,869,"5,314",6.12,51,53,442.8,both,Sun Belt,4-8,12,2021
114,119,UNLV,726,"3,747",5.16,29,312.2,88,799,"4,901",6.13,45,49,408.4,both,Mountain West,2-10,12,2021
115,70,UTEP,847,"5,096",6.02,37,392.0,35,868,"4,542",5.23,38,40,349.4,both,C-USA,7-6,13,2021
116,34,UTSA,"1,003","6,146",6.13,57,439.0,58,924,"5,218",5.65,42,44,372.7,both,C-USA,12-2,14,2021
117,40,Utah,946,"6,035",6.38,61,431.1,27,912,"4,783",5.24,33,38,341.6,both,Pac-12,10-4,14,2021
118,22,Utah State,"1,068","6,238",5.84,54,445.6,77,947,"5,498",5.81,36,39,392.7,both,Mountain West,11-3,14,2021
119,118,Vanderbilt,831,"3,751",4.51,21,312.6,118,812,"5,492",6.76,51,54,457.7,both,SEC,2-10,12,2021
120,3,Virginia,892,"6,189",6.94,52,515.8,121,844,"5,592",6.63,47,48,466.0,both,ACC,6-6,12,2021
121,98,Virginia Tech,846,"4,693",5.55,33,361.0,78,872,"5,113",5.86,40,42,393.3,both,ACC,6-7,13,2021
122,11,Wake Forest,"1,084","6,550",6.04,70,467.9,91,988,"5,786",5.86,49,51,413.3,both,ACC,11-3,14,2021
123,114,Washington,779,"3,881",4.98,31,323.4,23,806,"4,043",5.02,27,30,336.9,both,Pac-12,4-8,12,2021
124,81,Washington State,856,"4,922",5.75,45,378.6,63,889,"4,905",5.52,36,38,377.3,both,Pac-12,7-6,13,2021
125,88,West Virginia,899,"4,827",5.37,38,371.3,37,820,"4,551",5.55,32,36,350.1,both,Big 12,6-7,13,2021
126,2,Western Ky.,"1,045","7,494",7.17,76,535.3,109,"1,083","6,101",5.63,51,53,435.8,both,C-USA,9-5,14,2021
127,12,Western Mich.,959,"6,063",6.32,54,466.4,18,741,"4,283",5.78,40,46,329.5,both,MAC,8-5,13,2021
128,89,Wisconsin,867,"4,824",5.56,37,371.1,1,746,"3,108",4.17,19,25,239.1,both,Big Ten,9-4,13,2021
129,84,Wyoming,840,"4,867",5.79,39,374.4,55,892,"4,815",5.4,38,38,370.4,both,Mountain West,7-6,13,2021
